# CaFe Be9 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# real_yield -> randoms-subtracted, integrated missing-momentum counts
# rand_yield -> randoms (accidentals selected) yield integrated missing-momentum counts
# total_yield -> total (reals+randoms) integrated missing-momentum counts
entry,real_yield,real_yield_err,rand_yield,rand_yield_err,total_yield,total_yield_err
486,4224.118,66.097,108.882,5.985,4333.000,65.826
487,2528.934,50.880,45.066,3.850,2574.000,50.735
488,6944.776,84.588,158.224,7.214,7103.000,84.279
489,5071.987,71.905,74.013,4.934,5146.000,71.736
490,4718.197,69.791,114.803,6.145,4833.000,69.520
491,6649.092,82.610,131.908,6.587,6781.000,82.347
492,4258.132,65.861,59.868,4.438,4318.000,65.711
493,5774.434,77.140,132.566,6.604,5907.000,76.857
494,5326.947,74.080,121.053,6.310,5448.000,73.811
495,7068.105,85.699,207.895,8.270,7276.000,85.299
496,5080.618,71.941,71.382,4.846,5152.000,71.777
497,3075.276,56.000,45.724,3.878,3121.000,55.866
498,4984.592,71.485,94.408,5.573,5079.000,71.267
499,4983.855,71.431,89.145,5.415,5073.000,71.225
500,5870.303,77.461,97.697,5.669,5968.000,77.253
501,5791.697,77.207,127.303,6.471,5919.000,76.935
502,4534.250,68.012,68.750,4.756,4603.000,67.845
503,6871.092,83.943,131.908,6.587,7003.000,83.684
504,5921.355,78.036,126.645,6.454,6048.000,77.769
505,6632.105,82.515,132.895,6.612,6765.000,82.250
506,5958.461,78.341,134.539,6.653,6093.000,78.058
507,7083.908,85.093,118.092,6.233,7202.000,84.865
508,6174.566,79.982,167.434,7.421,6342.000,79.637
509,5485.000,75.174,125.000,6.412,5610.000,74.900
510,5807.316,76.846,73.684,4.923,5881.000,76.688
511,6705.487,82.987,136.513,6.701,6842.000,82.716
512,6491.132,81.672,134.868,6.661,6626.000,81.400
513,6065.395,78.768,104.605,5.866,6170.000,78.549
514,4577.908,68.326,68.092,4.733,4646.000,68.162
515,5787.724,77.198,129.276,6.521,5917.000,76.922
516,6151.105,79.128,82.895,5.222,6234.000,78.956
517,5811.039,77.338,127.961,6.488,5939.000,77.065
518,3953.290,63.629,71.711,4.857,4025.000,63.443
519,7101.763,85.503,157.237,7.192,7259.000,85.200
520,7017.868,84.877,140.132,6.789,7158.000,84.605
521,4810.211,70.456,115.789,6.172,4926.000,70.185
522,3317.842,58.039,38.158,3.543,3356.000,57.931
523,5688.329,76.294,99.671,5.726,5788.000,76.079
524,6272.605,80.204,120.395,6.293,6393.000,79.956
525,4203.039,65.371,52.961,4.174,4256.000,65.238
526,4462.474,67.401,60.526,4.462,4523.000,67.253
527,7439.092,87.070,106.908,5.930,7546.000,86.868
528,5326.724,73.703,79.276,5.107,5406.000,73.526
529,9909.303,101.021,222.697,8.559,10132.000,100.658
530,5541.566,75.262,92.434,5.514,5634.000,75.060
531,4897.026,70.940,101.974,5.792,4999.000,70.704
532,5383.961,74.249,97.039,5.650,5481.000,74.034
533,5670.276,76.359,120.724,6.302,5791.000,76.099
534,5060.513,71.959,88.487,5.395,5149.000,71.757
535,5457.513,74.889,113.487,6.110,5571.000,74.639
536,6276.171,80.163,112.829,6.092,6389.000,79.931
537,4735.803,69.635,85.197,5.294,4821.000,69.433
538,4751.039,69.913,102.961,5.820,4854.000,69.671
539,8671.290,94.513,196.711,8.044,8868.000,94.170
540,5513.816,75.022,86.184,5.324,5600.000,74.833
541,7505.974,87.765,148.026,6.978,7654.000,87.487
542,5899.237,77.605,92.763,5.524,5992.000,77.408
543,6430.961,80.993,97.039,5.650,6528.000,80.796
544,5813.789,77.194,109.211,5.994,5923.000,76.961
545,5917.618,77.754,96.382,5.631,6014.000,77.550
546,6912.039,84.155,127.961,6.488,7040.000,83.905
547,5666.289,75.905,71.711,4.857,5738.000,75.750
548,3264.921,57.650,44.079,3.808,3309.000,57.524
549,3244.776,57.638,58.224,4.376,3303.000,57.472
550,5942.724,77.983,104.276,5.857,6047.000,77.762
551,4193.158,65.386,61.842,4.510,4255.000,65.230
552,5922.092,77.873,106.908,5.930,6029.000,77.647
553,4696.579,69.192,68.421,4.744,4765.000,69.029
554,5193.447,73.287,133.553,6.628,5327.000,72.986
555,6003.763,78.610,132.237,6.595,6136.000,78.333
556,5684.210,76.190,90.789,5.465,5775.000,75.993
557,6301.842,80.326,113.158,6.101,6415.000,80.094
558,5654.987,76.070,99.013,5.707,5754.000,75.855
559,4238.855,65.758,64.145,4.593,4303.000,65.597
560,6032.145,78.398,85.855,5.314,6118.000,78.218
561,4157.671,65.252,75.329,4.978,4233.000,65.062
562,3890.276,62.857,45.724,3.878,3936.000,62.738
563,5477.408,75.173,130.592,6.554,5608.000,74.887
564,5553.171,75.299,87.829,5.375,5641.000,75.107
565,4528.540,67.938,65.461,4.640,4594.000,67.779
566,4354.447,66.575,58.553,4.389,4413.000,66.430
567,3364.408,58.920,80.592,5.149,3445.000,58.694
568,6080.132,78.906,109.868,6.012,6190.000,78.677
569,6739.461,83.176,134.539,6.653,6874.000,82.910
570,8672.684,94.553,201.316,8.138,8874.000,94.202
571,3969.250,63.462,43.750,3.794,4013.000,63.348
572,4950.947,71.031,71.053,4.835,5022.000,70.866
573,6584.592,82.320,144.408,6.892,6729.000,82.030
574,5160.961,72.732,97.039,5.650,5258.000,72.512
575,5359.263,73.837,69.737,4.790,5429.000,73.682
576,4243.645,65.887,73.355,4.912,4317.000,65.704
577,4703.382,69.339,78.618,5.085,4782.000,69.152
578,6986.079,85.009,180.921,7.714,7167.000,84.658
579,3652.579,61.184,68.421,4.744,3721.000,61.000
580,5065.882,72.251,116.118,6.180,5182.000,71.986
581,6831.079,83.696,130.921,6.562,6962.000,83.439
582,4657.632,68.948,72.368,4.879,4730.000,68.775
583,5475.908,74.608,68.092,4.733,5544.000,74.458
584,5785.579,77.091,118.421,6.241,5904.000,76.837
585,5952.789,78.302,134.211,6.644,6087.000,78.019
586,4542.645,68.118,73.355,4.912,4616.000,67.941
587,5133.947,72.537,96.053,5.621,5230.000,72.319
588,4010.947,64.332,96.053,5.621,4107.000,64.086
589,6487.658,81.565,124.342,6.395,6612.000,81.314
590,5604.724,75.785,104.276,5.857,5709.000,75.558
591,6094.066,78.953,104.934,5.875,6199.000,78.734
592,6987.158,84.866,161.842,7.296,7149.000,84.552
593,4479.776,67.507,58.224,4.376,4538.000,67.365
594,4112.658,64.896,74.342,4.945,4187.000,64.707
595,5307.132,74.070,134.868,6.661,5442.000,73.770
596,4984.842,71.428,88.158,5.385,5073.000,71.225
597,6627.460,82.500,134.539,6.653,6762.000,82.231
598,5204.145,73.154,110.855,6.039,5315.000,72.904
599,6048.724,79.081,154.276,7.124,6203.000,78.759
600,4533.605,68.023,70.395,4.812,4604.000,67.853
601,7236.750,86.088,131.250,6.571,7368.000,85.837
602,7294.711,86.593,153.289,7.101,7448.000,86.302
603,4662.566,69.416,117.434,6.215,4780.000,69.138
604,6471.342,81.272,100.658,5.754,6572.000,81.068
605,4476.553,67.564,66.447,4.675,4543.000,67.402
606,3798.500,62.302,62.500,4.534,3861.000,62.137
607,6249.605,80.267,145.395,6.916,6395.000,79.969
608,6881.355,83.962,126.645,6.454,7008.000,83.714
609,5142.092,72.463,81.908,5.191,5224.000,72.277
610,5846.776,77.399,108.224,5.967,5955.000,77.169
611,5585.460,75.484,84.539,5.273,5670.000,75.299
612,5385.803,74.155,85.197,5.294,5471.000,73.966
613,4435.303,67.319,72.697,4.890,4508.000,67.142
614,7010.961,84.694,122.039,6.336,7133.000,84.457
615,5598.026,75.939,126.974,6.463,5725.000,75.664
616,4446.092,67.490,81.908,5.191,4528.000,67.290
617,4727.789,69.568,84.211,5.263,4812.000,69.369
618,6377.566,81.036,142.434,6.845,6520.000,80.747
619,5153.763,72.547,82.237,5.201,5236.000,72.360
620,5502.250,75.012,93.750,5.553,5596.000,74.806
621,6177.816,79.324,86.184,5.324,6264.000,79.145
622,4419.776,67.308,83.224,5.232,4503.000,67.104
623,7203.487,86.129,161.513,7.289,7365.000,85.820
624,5589.500,75.756,112.500,6.083,5702.000,75.512
625,4978.434,71.331,82.566,5.212,5061.000,71.141
626,3944.132,63.433,59.868,4.438,4004.000,63.277
627,5275.158,73.420,86.842,5.345,5362.000,73.226
628,4699.960,69.251,72.039,4.868,4772.000,69.080
629,5198.000,72.785,75.000,4.967,5273.000,72.615
630,5077.105,72.023,82.895,5.222,5160.000,71.833
631,4510.053,67.934,78.947,5.096,4589.000,67.742
632,7147.118,85.392,108.882,5.985,7256.000,85.182
633,6055.816,78.763,111.184,6.048,6167.000,78.530
634,6329.711,81.035,178.289,7.658,6508.000,80.672
635,6777.368,83.349,127.632,6.480,6905.000,83.096
636,7089.697,85.588,177.303,7.637,7267.000,85.247
637,7363.487,86.861,136.513,6.701,7500.000,86.603
638,4850.842,70.248,63.158,4.558,4914.000,70.100
639,6247.789,79.956,109.211,5.994,6357.000,79.731
640,5618.868,75.754,90.132,5.445,5709.000,75.558
641,4156.750,65.305,81.250,5.170,4238.000,65.100
642,6585.250,82.318,143.750,6.876,6729.000,82.030
643,5968.132,77.980,84.868,5.284,6053.000,77.801
644,7339.961,86.806,147.039,6.955,7487.000,86.527
645,3746.697,61.775,52.303,4.148,3799.000,61.636
646,5448.987,74.703,99.013,5.707,5548.000,74.485
647,7402.724,87.222,154.276,7.124,7557.000,86.931
648,4726.605,69.427,70.395,4.812,4797.000,69.260
649,4600.908,68.736,93.092,5.534,4694.000,68.513
650,4976.355,71.494,101.645,5.782,5078.000,71.260
651,7598.763,88.173,132.237,6.595,7731.000,87.926
652,4610.882,69.271,141.118,6.813,4752.000,68.935
653,5994.197,78.613,139.803,6.781,6134.000,78.320
654,5426.829,74.449,87.171,5.355,5514.000,74.256
655,7832.329,89.617,149.671,7.017,7982.000,89.342
656,5520.816,75.069,86.184,5.324,5607.000,74.880
657,4055.842,64.341,63.158,4.558,4119.000,64.179
658,7134.211,85.370,115.789,6.172,7250.000,85.147
659,4888.776,70.706,83.224,5.232,4972.000,70.512
660,3228.079,57.755,80.921,5.159,3309.000,57.524
661,7116.355,85.350,126.645,6.454,7243.000,85.106
662,7661.763,88.717,157.237,7.192,7819.000,88.425
663,5160.947,72.723,96.053,5.621,5257.000,72.505
664,7475.342,87.989,200.658,8.124,7676.000,87.613
665,5161.316,72.749,98.684,5.698,5260.000,72.526
666,4798.803,70.086,85.197,5.294,4884.000,69.886
667,4839.118,70.831,133.882,6.636,4973.000,70.520
668,5504.105,75.371,132.895,6.612,5637.000,75.080
669,5055.737,71.850,80.263,5.138,5136.000,71.666
670,6069.605,79.348,170.395,7.487,6240.000,78.994
671,5630.368,75.939,102.632,5.810,5733.000,75.717
672,4849.158,70.460,86.842,5.345,4936.000,70.257
673,5195.145,72.865,85.855,5.314,5281.000,72.670
674,6361.816,80.888,136.184,6.693,6498.000,80.610
675,5193.092,72.814,81.908,5.191,5275.000,72.629
676,4138.079,64.903,55.921,4.289,4194.000,64.761
677,8683.250,94.555,193.750,7.983,8877.000,94.218
678,4561.197,68.414,89.803,5.435,4651.000,68.198
679,6091.526,78.806,89.474,5.425,6181.000,78.619
680,6459.382,81.834,178.618,7.665,6638.000,81.474
681,7176.750,85.933,156.250,7.169,7333.000,85.633
682,5857.526,77.307,89.474,5.425,5947.000,77.117
683,4937.671,71.211,100.329,5.745,5038.000,70.979
684,3463.697,59.441,52.303,4.148,3516.000,59.296
685,6486.921,81.721,144.079,6.884,6631.000,81.431
686,5064.855,71.995,89.145,5.415,5154.000,71.791
687,6893.184,83.931,113.816,6.119,7007.000,83.708
688,4813.210,70.478,115.789,6.172,4929.000,70.207
689,5979.000,78.602,150.000,7.024,6129.000,78.288
690,4900.026,70.962,101.974,5.792,5002.000,70.725
691,5849.105,77.196,82.895,5.222,5932.000,77.019
692,5641.592,75.722,69.408,4.778,5711.000,75.571
693,7705.263,89.055,169.737,7.472,7875.000,88.741
694,5558.053,75.253,78.947,5.096,5637.000,75.080
695,5880.289,77.731,121.711,6.327,6002.000,77.473
696,5413.210,74.166,65.789,4.652,5479.000,74.020
697,3881.829,62.964,62.171,4.522,3944.000,62.801
698,3723.066,61.612,54.934,4.251,3778.000,61.465
699,6086.171,78.969,112.829,6.092,6199.000,78.734
700,3941.290,63.795,96.711,5.640,4038.000,63.545
701,6247.934,80.254,145.066,6.908,6393.000,79.956
702,5622.303,75.843,97.697,5.669,5720.000,75.631
703,5452.290,74.705,96.711,5.640,5549.000,74.492
704,4806.776,70.360,108.224,5.967,4915.000,70.107
705,4797.355,69.994,76.645,5.021,4874.000,69.814
706,5149.868,72.592,90.132,5.445,5240.000,72.388
707,6370.658,81.050,149.342,7.009,6520.000,80.747
708,4545.605,68.111,70.395,4.812,4616.000,67.941
709,4308.197,66.290,64.803,4.617,4373.000,66.129
710,3862.500,62.814,62.500,4.534,3925.000,62.650
711,5453.947,74.710,96.053,5.621,5550.000,74.498
712,5706.026,76.212,76.974,5.032,5783.000,76.046
713,4144.184,65.031,63.816,4.582,4208.000,64.869
714,7279.079,86.523,155.921,7.162,7435.000,86.226
715,4525.763,67.837,57.237,4.339,4583.000,67.698
716,5202.461,73.130,109.539,6.003,5312.000,72.883
717,7219.224,86.453,191.776,7.943,7411.000,86.087
718,5014.408,71.796,105.592,5.894,5120.000,71.554
719,6681.618,82.923,146.382,6.939,6828.000,82.632
720,5867.316,77.664,123.684,6.379,5991.000,77.402
721,3876.526,62.946,64.474,4.605,3941.000,62.777
722,6325.158,80.460,111.842,6.065,6437.000,80.231
723,7605.368,88.176,127.632,6.480,7733.000,87.937
724,6284.658,80.724,174.342,7.573,6459.000,80.368
725,5810.329,77.305,124.671,6.404,5935.000,77.039
726,4960.145,71.000,60.855,4.474,5021.000,70.859
727,7583.724,88.065,129.276,6.521,7713.000,87.824
728,5075.776,72.016,83.224,5.232,5159.000,71.826
729,4787.276,70.103,95.724,5.611,4883.000,69.878
730,4748.276,69.586,70.724,4.823,4819.000,69.419
731,6167.868,79.504,115.132,6.154,6283.000,79.265
732,5082.026,72.002,76.974,5.032,5159.000,71.826
733,5893.816,77.941,136.184,6.693,6030.000,77.653
734,5380.869,74.166,90.132,5.445,5471.000,73.966
735,4675.237,69.271,92.763,5.524,4768.000,69.051
736,5587.053,75.665,103.947,5.847,5691.000,75.439
737,4829.460,70.298,84.539,5.273,4914.000,70.100
738,5353.724,74.110,104.276,5.857,5458.000,73.878
739,7087.500,85.460,162.500,7.311,7250.000,85.147
740,4184.132,65.804,109.868,6.012,4294.000,65.529
741,7372.513,86.737,113.487,6.110,7486.000,86.522
742,4496.171,67.673,62.829,4.546,4559.000,67.520
743,4773.855,69.945,89.145,5.415,4863.000,69.735
744,6147.724,79.495,129.276,6.521,6277.000,79.228
745,5786.395,77.407,154.605,7.131,5941.000,77.078
746,5381.434,74.326,107.566,5.948,5489.000,74.088
747,5674.329,76.420,124.671,6.404,5799.000,76.151
748,4127.461,64.858,59.539,4.426,4187.000,64.707
749,4661.434,68.833,57.566,4.352,4719.000,68.695
750,6384.329,80.932,124.671,6.404,6509.000,80.678
751,4997.592,71.343,69.408,4.778,5067.000,71.183
752,6860.934,83.986,145.066,6.908,7006.000,83.702
753,3788.105,62.169,57.895,4.364,3846.000,62.016
754,5349.618,74.012,96.382,5.631,5446.000,73.797
755,5890.092,77.667,106.908,5.930,5997.000,77.440
756,8753.632,94.777,172.368,7.530,8926.000,94.478
757,6097.355,79.366,151.645,7.063,6249.000,79.051
758,5341.276,74.174,120.724,6.302,5462.000,73.905
759,6112.816,79.124,111.184,6.048,6224.000,78.892
760,4986.026,71.332,76.974,5.032,5063.000,71.155
761,5790.868,76.881,90.132,5.445,5881.000,76.688
762,6356.724,80.593,104.276,5.857,6461.000,80.380
763,6575.408,82.354,155.592,7.154,6731.000,82.043
764,5975.881,78.083,91.118,5.475,6067.000,77.891
765,4373.618,66.847,71.382,4.846,4445.000,66.671
766,3997.000,64.005,75.000,4.967,4072.000,63.812
767,5958.447,78.332,133.553,6.628,6092.000,78.051
768,5651.526,76.182,114.474,6.136,5766.000,75.934
769,3899.382,63.276,78.618,5.085,3978.000,63.071
770,5306.026,73.541,76.974,5.032,5383.000,73.369
771,3656.066,61.066,54.934,4.251,3711.000,60.918
772,6430.868,81.346,140.132,6.789,6571.000,81.062
773,6143.026,79.447,126.974,6.463,6270.000,79.183
774,6684.053,82.597,103.947,5.847,6788.000,82.389
775,4348.789,66.539,59.211,4.413,4408.000,66.393
776,3788.934,62.306,70.066,4.801,3859.000,62.121
777,5393.079,74.390,105.921,5.903,5499.000,74.155
778,6845.053,83.962,153.947,7.116,6999.000,83.660
779,5645.868,76.150,115.132,6.154,5761.000,75.901
780,6216.776,79.961,133.224,6.620,6350.000,79.687
781,5394.671,74.351,100.329,5.745,5495.000,74.128
782,4008.132,63.935,59.868,4.438,4068.000,63.781
783,5223.974,73.399,123.026,6.362,5347.000,73.123
784,5407.803,74.304,85.197,5.294,5493.000,74.115
785,4483.974,67.683,73.026,4.901,4557.000,67.506
786,3878.579,63.529,118.421,6.241,3997.000,63.222
787,5184.737,72.742,80.263,5.138,5265.000,72.560
788,5417.710,74.308,78.289,5.075,5496.000,74.135
789,5894.066,77.676,104.934,5.875,5999.000,77.453
790,5756.829,77.066,137.171,6.717,5894.000,76.772
791,7560.961,88.259,172.039,7.523,7733.000,87.937
792,5218.000,72.922,75.000,4.967,5293.000,72.753
793,7168.737,85.491,105.263,5.884,7274.000,85.288
794,4145.079,65.212,80.921,5.159,4226.000,65.008
795,4544.947,68.113,71.053,4.835,4616.000,67.941
796,5797.395,77.048,104.605,5.866,5902.000,76.824
797,5400.118,74.464,108.882,5.985,5509.000,74.223
798,3956.053,63.465,53.947,4.213,4010.000,63.325
799,5703.211,76.748,140.789,6.805,5844.000,76.446
800,6123.974,79.084,98.026,5.679,6222.000,78.880
801,4312.974,66.408,73.026,4.901,4386.000,66.227
802,5034.303,72.093,122.697,6.353,5157.000,71.812
803,6940.460,84.572,159.539,7.244,7100.000,84.261
804,5718.303,76.473,97.697,5.669,5816.000,76.263
805,6544.461,82.400,184.539,7.791,6729.000,82.030
806,5867.882,77.817,141.118,6.813,6009.000,77.518
807,4205.474,65.467,60.526,4.462,4266.000,65.315
808,4970.066,71.248,79.934,5.128,5050.000,71.063
809,7419.842,87.578,188.158,7.867,7608.000,87.224
810,5832.171,77.344,112.829,6.092,5945.000,77.104
811,4170.750,65.158,56.250,4.302,4227.000,65.015
812,4738.329,69.553,74.671,4.956,4813.000,69.376
813,5884.474,77.662,110.526,6.030,5995.000,77.427
814,4303.197,66.252,64.803,4.617,4368.000,66.091
815,5117.461,72.317,84.539,5.273,5202.000,72.125
816,3325.711,58.280,53.289,4.187,3379.000,58.129
817,5163.105,72.617,82.895,5.222,5246.000,72.429
818,6436.447,81.122,108.553,5.976,6545.000,80.901
819,4682.421,69.216,81.579,5.180,4764.000,69.022
820,4141.211,65.028,65.789,4.652,4207.000,64.861
821,5889.132,78.113,159.868,7.252,6049.000,77.775
822,5356.316,73.853,73.684,4.923,5430.000,73.689
823,6968.645,84.455,123.355,6.370,7092.000,84.214
824,4191.553,65.421,66.447,4.675,4258.000,65.253
825,4327.500,66.662,87.500,5.365,4415.000,66.445
826,7554.263,87.826,119.737,6.276,7674.000,87.601
827,5311.132,73.647,84.868,5.284,5396.000,73.457
828,4836.289,70.461,96.711,5.640,4933.000,70.235
829,6381.934,80.880,120.066,6.285,6502.000,80.635
830,3968.434,63.860,82.566,5.212,4051.000,63.647
831,6052.447,78.719,108.553,5.976,6161.000,78.492
832,4868.263,70.669,94.737,5.582,4963.000,70.449
833,4809.329,70.534,124.671,6.404,4934.000,70.242
834,8187.421,91.808,181.579,7.729,8369.000,91.482
835,6720.763,83.245,157.237,7.192,6878.000,82.934
836,5708.684,76.442,101.316,5.773,5810.000,76.223
837,7450.724,87.307,129.276,6.521,7580.000,87.063
838,5784.329,77.136,124.671,6.404,5909.000,76.870
839,4410.118,66.995,58.882,4.401,4469.000,66.851
840,6473.355,81.496,126.645,6.454,6600.000,81.240
841,4742.210,69.496,65.789,4.652,4808.000,69.340
842,5099.000,72.332,100.000,5.735,5199.000,72.104
843,5211.316,73.092,98.684,5.698,5310.000,72.870
844,4906.197,71.125,114.803,6.145,5021.000,70.859
845,5751.250,76.654,93.750,5.553,5845.000,76.453
846,6928.711,84.454,153.289,7.101,7082.000,84.155
847,6104.658,78.973,99.342,5.716,6204.000,78.765
848,7888.711,90.142,178.289,7.658,8067.000,89.816
849,4957.803,71.211,85.197,5.294,5043.000,71.014
850,5556.158,75.310,86.842,5.345,5643.000,75.120
851,4179.132,65.259,59.868,4.438,4239.000,65.108
852,6163.105,79.413,107.895,5.957,6271.000,79.190
853,7209.579,86.217,168.421,7.443,7378.000,85.895
854,6186.750,79.548,106.250,5.912,6293.000,79.328
855,7131.539,85.547,140.461,6.797,7272.000,85.276
856,7334.237,86.741,142.763,6.853,7477.000,86.470
857,6728.842,83.341,163.158,7.326,6892.000,83.018
858,4706.763,69.398,82.237,5.201,4789.000,69.203
859,4500.513,67.712,63.487,4.570,4564.000,67.557
860,4599.211,68.459,65.789,4.652,4665.000,68.301
861,5487.724,75.009,104.276,5.857,5592.000,74.780
862,7258.645,86.731,198.355,8.078,7457.000,86.354
863,5829.355,77.445,126.645,6.454,5956.000,77.175
864,6186.513,79.816,138.487,6.749,6325.000,79.530
865,7167.921,85.787,144.079,6.884,7312.000,85.510
866,4515.947,67.900,71.053,4.835,4587.000,67.727
867,4472.921,67.563,69.079,4.767,4542.000,67.394
868,7092.855,85.698,189.145,7.888,7282.000,85.335
869,5633.355,76.169,126.645,6.454,5760.000,75.895
870,7126.711,85.424,128.289,6.496,7255.000,85.176
871,6400.553,80.759,91.447,5.485,6492.000,80.573
872,4839.460,70.369,84.539,5.273,4924.000,70.171
873,4189.724,65.537,79.276,5.107,4269.000,65.338
874,4989.250,71.278,68.750,4.756,5058.000,71.120
875,5144.013,72.422,75.987,5.000,5220.000,72.250
876,5202.145,72.913,85.855,5.314,5288.000,72.719
877,5823.618,77.577,146.382,6.939,5970.000,77.266
878,6133.513,79.274,113.487,6.110,6247.000,79.038
879,7073.000,85.278,150.000,7.024,7223.000,84.988
880,5997.658,78.504,124.342,6.395,6122.000,78.243
881,6292.382,80.601,153.618,7.109,6446.000,80.287
882,5652.408,76.110,105.592,5.894,5758.000,75.881
883,6701.737,82.714,105.263,5.884,6807.000,82.505
884,5715.513,76.375,88.487,5.395,5804.000,76.184
885,8718.408,94.649,180.592,7.707,8899.000,94.335
886,5889.895,77.753,117.105,6.207,6007.000,77.505
887,6021.395,78.488,104.605,5.866,6126.000,78.269
888,9013.092,96.375,206.908,8.250,9220.000,96.021
889,6044.711,79.047,153.289,7.101,6198.000,78.727
890,5842.079,77.349,105.921,5.903,5948.000,77.123
891,5825.053,77.222,103.947,5.847,5929.000,77.000
892,7378.829,87.336,187.171,7.847,7566.000,86.983
893,5502.079,75.119,105.921,5.903,5608.000,74.887
894,3927.092,63.267,56.908,4.327,3984.000,63.119
895,4339.039,66.403,52.961,4.174,4392.000,66.272
896,4377.434,66.738,57.566,4.352,4435.000,66.596
897,7062.434,85.080,132.566,6.604,7195.000,84.823
898,5576.026,75.794,126.974,6.463,5703.000,75.518
899,7257.460,86.426,159.539,7.244,7417.000,86.122
900,4763.434,69.808,82.566,5.212,4846.000,69.613
901,3935.237,63.445,67.763,4.721,4003.000,63.269
902,4051.210,64.332,65.789,4.652,4117.000,64.164
903,6402.171,80.945,112.829,6.092,6515.000,80.716
904,5834.684,77.476,126.316,6.446,5961.000,77.208
905,6871.737,83.934,130.263,6.546,7002.000,83.678
906,6254.329,79.917,99.671,5.726,6354.000,79.712
907,4630.237,68.946,92.763,5.524,4723.000,68.724
908,5509.066,75.157,104.934,5.875,5614.000,74.927
909,5826.934,77.372,120.066,6.285,5947.000,77.117
910,5064.947,71.829,71.053,4.835,5136.000,71.666
911,5885.513,77.694,113.487,6.110,5999.000,77.453
912,5963.250,78.661,168.750,7.450,6132.000,78.307
913,4919.158,70.720,61.842,4.510,4981.000,70.576
914,7830.579,89.746,168.421,7.443,7999.000,89.437
915,6234.092,80.059,131.908,6.587,6366.000,79.787
916,5943.040,77.974,102.961,5.820,6046.000,77.756
917,5025.079,71.642,80.921,5.159,5106.000,71.456
918,4715.684,69.405,76.316,5.010,4792.000,69.224
919,4589.079,68.532,80.921,5.159,4670.000,68.337
920,5527.960,75.433,122.039,6.336,5650.000,75.166
921,5609.934,75.738,95.066,5.592,5705.000,75.531
922,6768.197,83.191,114.803,6.145,6883.000,82.964
923,5382.724,74.305,104.276,5.857,5487.000,74.074
924,5641.303,75.968,97.697,5.669,5739.000,75.756
925,5603.224,75.665,91.776,5.495,5695.000,75.465
926,4683.316,69.146,73.684,4.923,4757.000,68.971
927,5095.618,72.275,96.382,5.631,5192.000,72.056
928,5110.171,72.297,87.829,5.375,5198.000,72.097
929,5872.592,77.661,119.408,6.267,5992.000,77.408
930,6104.132,79.268,134.868,6.661,6239.000,78.987
931,5731.316,76.783,123.684,6.379,5855.000,76.518
932,4021.158,64.057,61.842,4.510,4083.000,63.898
933,4597.763,68.850,107.237,5.939,4705.000,68.593
934,4358.118,66.855,83.882,5.253,4442.000,66.648
935,6047.526,78.738,114.474,6.136,6162.000,78.498
936,6958.079,84.648,155.921,7.162,7114.000,84.345
937,5813.895,77.047,92.105,5.504,5906.000,76.851
938,6252.079,80.163,130.921,6.562,6383.000,79.894
939,6404.829,80.956,112.171,6.074,6517.000,80.728
940,4054.276,64.407,70.724,4.823,4125.000,64.226
941,7039.671,85.085,150.329,7.032,7190.000,84.794
942,5303.381,73.989,128.618,6.505,5432.000,73.702
943,5284.000,73.825,125.000,6.412,5409.000,73.546
944,5792.316,76.964,98.684,5.698,5891.000,76.753
945,6966.526,84.569,139.474,6.773,7106.000,84.297
946,5250.539,73.285,90.461,5.455,5341.000,73.082
947,5419.790,74.821,134.211,6.644,5554.000,74.525
948,4836.605,70.451,95.395,5.602,4932.000,70.228
949,3848.184,62.714,63.816,4.582,3912.000,62.546
950,5575.368,75.796,127.632,6.480,5703.000,75.518
951,4604.645,68.572,73.355,4.912,4678.000,68.396
952,7892.750,90.371,206.250,8.237,8099.000,89.994
953,6097.474,79.231,135.526,6.677,6233.000,78.949
954,6698.184,82.761,113.816,6.119,6812.000,82.535
955,7870.013,89.837,150.987,7.047,8021.000,89.560
956,6452.710,81.383,128.289,6.496,6581.000,81.123
957,6195.263,79.506,94.737,5.582,6290.000,79.310
958,6818.960,83.950,172.039,7.523,6991.000,83.612
959,4099.592,64.744,69.408,4.778,4169.000,64.568
960,7078.829,85.212,137.171,6.717,7216.000,84.947
961,5731.987,76.791,124.013,6.387,5856.000,76.525
962,7450.290,87.437,146.711,6.947,7597.000,87.161
963,4972.145,71.318,85.855,5.314,5058.000,71.120
964,4263.316,66.040,73.684,4.923,4337.000,65.856
965,4524.118,68.329,108.882,5.985,4633.000,68.066
966,7668.053,88.728,153.947,7.116,7822.000,88.442
967,4810.671,70.077,75.329,4.978,4886.000,69.900
968,9261.895,97.386,167.105,7.414,9429.000,97.103
969,4442.158,67.263,61.842,4.510,4504.000,67.112
970,7688.632,88.981,172.368,7.530,7861.000,88.662
971,8357.987,93.036,224.013,8.584,8582.000,92.639
972,6597.803,82.325,135.197,6.669,6733.000,82.055
973,4957.211,71.026,65.789,4.652,5023.000,70.873
974,5159.013,72.526,75.987,5.000,5235.000,72.353
975,7097.947,85.199,121.053,6.310,7219.000,84.965
976,6704.671,83.093,150.329,7.032,6855.000,82.795
977,5189.526,72.859,89.474,5.425,5279.000,72.657
978,4384.197,66.860,64.803,4.617,4449.000,66.701
